Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT (mins),Avg CTAT (mins),Cancelled by Customer,Customer Cancellation Reason,Cancelled by Driver,Driver Cancellation Reason,Incomplete Ride,Incomplete Ride Reason,Booking Value (₹),Ride Distance (km),Driver Rating,Customer Rating
23-01-2026,19:16:00,CNR0042694,Successful,CUST36913,Prime Sedan,Devanahalli,Vijayanagar,11.8,6.6,No,,No,,No,,312.09,25.6,3.9,4.1
30-01-2026,22:50:00,CNR0042695,Cancelled by Driver,CUST46519,Auto,Kalyan Nagar,HSR Layout,,,No,,Yes,More than permitted people in there,No,,406.82,,,
19-01-2026,05:38:00,CNR0042696,Successful,CUST68338,Mini,Jakkur,Bellandur,7.1,6.5,No,,No,,No,,304.71,11.4,3.8,4.5
11-01-2026,16:08:00,CNR0042697,Incomplete,CUST61276,Auto,Mahadevapura,Koramangala Extension,,,No,,No,,Yes,Other Issue,245.83,,,
22-01-2026,22:45:00,CNR0042698,Successful,CUST65178,Auto,Marathahalli,Koramangala Extension,6.7,5.3,No,,No,,No,,488.72,20.1,4.9,4.7
20-01-2026,06:40:00,CNR0042699,Cancelled by Driver,CUST32937,Bike,Varthur,MG Road,,,No,,Yes,Customer related issue,No,,198.99,,,
16-01-2026,20:05:00,CNR0042700,Cancelled by Driver,CUST94157,Prime Plus,Vidyaranyapura,Brookefield,,,No,,Yes,The customer was coughing/sick,No,,164.41,,,
02-01-2026,22:54:00,CNR0042701,Incomplete,CUST10176,Prime SUV,Whitefield,Koramangala Extension,,,No,,No,,Yes,Customer Demand,473.57,,,
02-01-2026,19:17:00,CNR0042702,Incomplete,CUST32435,Prime Sedan,Rajajinagar,Bellandur,,,No,,No,,Yes,Customer Demand,250.2,,,
29-01-2026,02:43:00,CNR0042703,Cancelled by Driver,CUST83634,Prime Sedan,Peenya,Koramangala Extension,,,No,,Yes,More than permitted people in there,No,,791.17,,,
22-01-2026,15:00:00,CNR0042704,Successful,CUST76423,Auto,Hebbal,Yelahanka,8.3,5,No,,No,,No,,290.99,25.2,4.7,4
16-01-2026,10:23:00,CNR0042705,Successful,CUST25655,Prime Plus,Shivajinagar,Vijayanagar,7.7,2.6,No,,No,,No,,471.65,6,3.6,4.7
05-01-2026,17:08:00,CNR0042706,Cancelled by Customer,CUST79840,Prime Plus,Jakkur,Sarjapur,,,Yes,Driver is not moving towards pickup location,No,,No,,374.69,,,
29-01-2026,19:54:00,CNR0042707,Successful,CUST28100,Bike,Bannerghatta Road,Ulsoor,9,6.4,No,,No,,No,,991.44,22.5,3.6,3.6
29-01-2026,05:19:00,CNR0042708,Cancelled by Driver,CUST35160,Prime Plus,Kalyan Nagar,MG Road,,,No,,Yes,More than permitted people in there,No,,895.71,,,
11-01-2026,23:42:00,CNR0042709,Successful,CUST56200,Prime Plus,JP Nagar,Peenya,7.3,4.7,No,,No,,No,,828.74,6.8,4.2,3.8
28-01-2026,16:06:00,CNR0042710,Successful,CUST10727,Bike,Jakkur,Brookefield,11.2,7,No,,No,,No,,838.7,29.3,4.6,4.3
09-01-2026,11:15:00,CNR0042711,Successful,CUST36976,Prime Sedan,Richmond Town,Bellandur,12.5,6.1,No,,No,,No,,451.35,5,4.2,3.5
25-01-2026,01:54:00,CNR0042712,Successful,CUST88283,Auto,Whitefield,Hebbal,7.1,5.1,No,,No,,No,,1244.54,3.5,4.1,4.8
25-01-2026,23:47:00,CNR0042713,Incomplete,CUST11045,Prime Plus,Malleshwaram,Varthur,,,No,,No,,Yes,Other Issue,494.35,,,
07-01-2026,11:21:00,CNR0042714,Successful,CUST57203,Mini,Koramangala,Electronic City,9.1,5.8,No,,No,,No,,170.76,20.3,4.9,4.7
25-01-2026,10:07:00,CNR0042715,Cancelled by Driver,CUST12477,Prime Sedan,Yelahanka,Yeshwantpur,,,No,,Yes,Customer related issue,No,,231.47,,,
07-01-2026,09:29:00,CNR0042716,Cancelled by Driver,CUST67559,eBike,Kengeri,Vidyaranyapura,,,No,,Yes,The customer was coughing/sick,No,,859.19,,,
18-01-2026,07:38:00,CNR0042717,Cancelled by Customer,CUST77440,Prime Plus,Peenya,Outer Ring Road,,,Yes,Wrong Address,No,,No,,178.02,,,
22-01-2026,09:49:00,CNR0042718,Successful,CUST38544,Prime Sedan,Ulsoor,Mahadevapura,7.5,1.7,No,,No,,No,,185.43,6.1,3.5,4.2
25-01-2026,13:17:00,CNR0042719,Successful,CUST61047,Prime SUV,Chamrajpet,Ulsoor,7.5,5.4,No,,No,,No,,913.05,10.6,4.1,4.8
30-01-2026,11:18:00,CNR0042720,Successful,CUST70416,Mini,Vidyaranyapura,Mahadevapura,8.7,4.9,No,,No,,No,,179.43,27.8,3.9,3.7
13-01-2026,19:23:00,CNR0042721,Successful,CUST93823,Prime SUV,Outer Ring Road,Jayanagar,8.7,5.5,No,,No,,No,,266.99,10.4,4,4.2
27-01-2026,23:36:00,CNR0042722,Successful,CUST76310,eBike,Gavipuram,Malleshwaram,6.4,6.3,No,,No,,No,,473.83,8.7,4.8,4.7
12-01-2026,10:04:00,CNR0042723,Successful,CUST76540,Prime Sedan,Koramangala Extension,OMR Road,7.5,5.6,No,,No,,No,,574.34,28.1,4.4,4.3
07-01-2026,17:14:00,CNR0042724,Successful,CUST59618,Prime Plus,OMR Road,Shivajinagar,5.7,5.2,No,,No,,No,,242.56,6.8,4.7,3.6
28-01-2026,02:27:00,CNR0042725,Successful,CUST33649,eBike,Yeshwantpur,Kamakhya,10.4,7.4,No,,No,,No,,237.34,29.4,4.9,4.9
25-01-2026,16:16:00,CNR0042726,Successful,CUST69066,eBike,Hebbal,City Market,6.6,9.3,No,,No,,No,,470.51,8.3,4.9,3.6
11-01-2026,07:30:00,CNR0042727,Cancelled by Driver,CUST41616,eBike,Rammurthy Nagar,Whitefield,,,No,,Yes,Personal & Car related issues,No,,779.81,,,
26-01-2026,11:54:00,CNR0042728,Successful,CUST87830,Prime Sedan,Jakkur,Connaught Place,9.2,6.9,No,,No,,No,,872.51,11,5,4.8
09-01-2026,06:43:00,CNR0042729,Successful,CUST86711,Prime Plus,MG Road,Rajajinagar,10.4,5.1,No,,No,,No,,323.72,21.3,3.9,5
23-01-2026,20:43:00,CNR0042730,Cancelled by Customer,CUST42668,eBike,Chamrajpet,Richmond Town,,,Yes,Driver asked to cancel,No,,No,,417.48,,,
14-01-2026,04:13:00,CNR0042731,Successful,CUST50947,Prime SUV,Ulsoor,Devanahalli,9.5,9,No,,No,,No,,117.08,12.3,4,3.7
06-01-2026,08:29:00,CNR0042732,Successful,CUST61120,Prime Sedan,Ulsoor,Jakkur,6.5,8,No,,No,,No,,607.78,22.6,4.6,4.3
01-01-2026,00:56:00,CNR0042733,Cancelled by Driver,CUST15413,Prime SUV,Brookefield,Frazer Town,,,No,,Yes,More than permitted people in there,No,,676.11,,,
02-01-2026,06:10:00,CNR0042734,Successful,CUST95977,Bike,Whitefield,Whitefield Phase,8.7,4.1,No,,No,,No,,143.18,12,4.7,4.6
06-01-2026,04:59:00,CNR0042735,Successful,CUST85981,Bike,Bannerghatta Road,Banaswadi,8.1,7.9,No,,No,,No,,362.5,19.5,4.3,4
20-01-2026,16:22:00,CNR0042736,Successful,CUST56840,Prime SUV,Basavanagudi,Kengeri,8,4.7,No,,No,,No,,117.19,23.9,3.8,4.5
09-01-2026,07:15:00,CNR0042737,Successful,CUST94369,Prime Sedan,Brookefield,Yeshwantpur,8.9,7,No,,No,,No,,294.63,13.7,4.1,5
16-01-2026,22:34:00,CNR0042738,Incomplete,CUST99146,Prime Plus,Kalyan Nagar,Chickpet,,,No,,No,,Yes,Other Issue,350.33,,,
14-01-2026,04:37:00,CNR0042739,Cancelled by Driver,CUST69773,eBike,Electronic City,Varthur,,,No,,Yes,Customer related issue,No,,650.92,,,
10-01-2026,23:03:00,CNR0042740,Successful,CUST14188,Prime SUV,Kalyan Nagar,Richmond Town,6.7,3.8,No,,No,,No,,1008.09,17.7,3.8,4.4
20-01-2026,15:11:00,CNR0042741,Incomplete,CUST26232,Prime Sedan,Brookefield,HSR Layout,,,No,,No,,Yes,Other Issue,287,,,
13-01-2026,18:03:00,CNR0042742,Cancelled by Driver,CUST91703,Prime Plus,Bannerghatta Road,Sarjapur,,,No,,Yes,Personal & Car related issues,No,,678.12,,,
28-01-2026,06:38:00,CNR0042743,Successful,CUST44618,Mini,Electronic City,Kamakhya,10.2,5.1,No,,No,,No,,871.32,17,3.6,5
21-01-2026,05:21:00,CNR0042744,Successful,CUST52154,Mini,Shivajinagar,OMR Road,10.4,7.1,No,,No,,No,,911.94,10.1,4.7,4.8
26-01-2026,16:57:00,CNR0042745,Incomplete,CUST54279,Prime SUV,Yeshwantpur,Hosur Road,,,No,,No,,Yes,Customer Demand,1611.71,,,
14-01-2026,06:39:00,CNR0042746,Successful,CUST83294,Prime Sedan,Kolar Road,Bellandur,10.9,6.9,No,,No,,No,,356.28,23.6,4.2,4.2
26-01-2026,07:14:00,CNR0042747,Successful,CUST79766,Bike,Brookefield,Connaught Place,11.2,5.1,No,,No,,No,,307.25,10.5,3.7,4.5
30-01-2026,13:59:00,CNR0042748,Successful,CUST59249,Prime SUV,Chamrajpet,OMR Road,3.2,6.2,No,,No,,No,,215.88,8.5,4.2,4.7
26-01-2026,12:33:00,CNR0042749,Cancelled by Driver,CUST28495,Prime Plus,Basavanagudi,Vidyaranyapura,,,No,,Yes,Personal & Car related issues,No,,212.4,,,
22-01-2026,15:04:00,CNR0042750,Successful,CUST93119,Bike,Vidyaranyapura,Rachenahalli,5.2,3.4,No,,No,,No,,103.65,17.5,4.5,3.8
21-01-2026,19:26:00,CNR0042751,Successful,CUST24988,eBike,Richmond Town,Tumkur Road,10.8,3.7,No,,No,,No,,269.06,10.6,4.7,3.9
22-01-2026,09:56:00,CNR0042752,Cancelled by Driver,CUST89746,Prime SUV,Electronic City,Marathahalli,,,No,,Yes,The customer was coughing/sick,No,,778.07,,,
15-01-2026,19:11:00,CNR0042753,Successful,CUST73580,Bike,Marathahalli,Connaught Place,7.5,8.4,No,,No,,No,,296.21,11,4.3,4.6
14-01-2026,13:32:00,CNR0042754,Cancelled by Driver,CUST39613,Prime SUV,Kolar Road,Koramangala Extension,,,No,,Yes,The customer was coughing/sick,No,,311.59,,,
03-01-2026,06:33:00,CNR0042755,Cancelled by Driver,CUST31588,Prime Plus,Rammurthy Nagar,Varthur,,,No,,Yes,More than permitted people in there,No,,232.76,,,
10-01-2026,05:39:00,CNR0042756,Cancelled by Driver,CUST49536,eBike,Outer Ring Road,Whitefield Phase,,,No,,Yes,The customer was coughing/sick,No,,686.32,,,
21-01-2026,20:27:00,CNR0042757,Successful,CUST68089,Prime Sedan,Malleshwaram,Outer Ring Road,9.1,4.7,No,,No,,No,,353.46,23.1,3.9,4.7
22-01-2026,20:02:00,CNR0042758,Successful,CUST51713,Prime Sedan,Bagalur,Bannerghatta Road,8.5,5.7,No,,No,,No,,360.37,20.3,4.7,4
12-01-2026,23:59:00,CNR0042759,Successful,CUST54608,Auto,Kengeri,Cubbon Park,11,6.1,No,,No,,No,,233.1,20.9,5,4
14-01-2026,11:28:00,CNR0042760,Cancelled by Driver,CUST89675,Auto,Kalyan Nagar,Brookefield,,,No,,Yes,Personal & Car related issues,No,,798.04,,,
21-01-2026,21:59:00,CNR0042761,Successful,CUST56095,Mini,Indiranagar,Ulsoor,9.3,6.6,No,,No,,No,,376.94,15.2,4.1,3.9
17-01-2026,09:37:00,CNR0042762,Cancelled by Driver,CUST57101,Prime Sedan,Vijayanagar,Rachenahalli,,,No,,Yes,Personal & Car related issues,No,,265.92,,,
17-01-2026,12:19:00,CNR0042763,Successful,CUST19176,Mini,Basavanagudi,Chickpet,9.8,5.8,No,,No,,No,,166.89,24.3,4.9,4.7
25-01-2026,01:45:00,CNR0042764,Successful,CUST53188,Prime Sedan,Rammurthy Nagar,Frazer Town,8.6,6.9,No,,No,,No,,779.88,17.5,4.9,4
23-01-2026,22:17:00,CNR0042765,Successful,CUST93204,Bike,Rajajinagar,Rachenahalli,6.4,6.4,No,,No,,No,,426.74,28,4.2,4.2
02-01-2026,04:49:00,CNR0042766,Cancelled by Driver,CUST93659,Prime Plus,Rajajinagar,Connaught Place,,,No,,Yes,Customer related issue,No,,278.56,,,
23-01-2026,20:25:00,CNR0042767,Successful,CUST92287,Mini,Yeshwantpur,JP Nagar,5.5,6.1,No,,No,,No,,490.97,8.3,3.5,4.7
13-01-2026,10:05:00,CNR0042768,Successful,CUST31810,Mini,Cubbon Park,Bellandur,7.9,6.7,No,,No,,No,,495.53,13.8,4.4,3.9
13-01-2026,03:04:00,CNR0042769,Successful,CUST25916,Mini,Marathahalli,Ulsoor,11.8,5.8,No,,No,,No,,880.99,12.2,4.6,4.3
30-01-2026,10:54:00,CNR0042770,Successful,CUST78156,Prime SUV,Indiranagar,Vijayanagar,11.1,5.3,No,,No,,No,,288.02,14.9,3.6,4.2
13-01-2026,13:58:00,CNR0042771,Successful,CUST19509,Auto,Peenya,Jakkur,7.9,6.8,No,,No,,No,,269.49,8.6,3.6,5
29-01-2026,06:14:00,CNR0042772,Cancelled by Driver,CUST97223,Prime Sedan,Tumkur Road,JP Nagar,,,No,,Yes,The customer was coughing/sick,No,,200.97,,,
29-01-2026,23:23:00,CNR0042773,Successful,CUST92324,Mini,Mahadevapura,Frazer Town,9.5,5.2,No,,No,,No,,216.87,4.2,3.9,4.7
12-01-2026,05:15:00,CNR0042774,Incomplete,CUST85771,Prime SUV,Marathahalli,Hebbal,,,No,,No,,Yes,Vehicle Breakdown,948.13,,,
06-01-2026,10:41:00,CNR0042775,Successful,CUST38384,Bike,Shivajinagar,Brookefield,8.2,5.7,No,,No,,No,,401.98,27.5,4.3,4
15-01-2026,07:00:00,CNR0042776,Successful,CUST78315,Auto,Kengeri,Kamakhya,7.4,7.2,No,,No,,No,,459.78,17.4,4.9,3.9
07-01-2026,02:25:00,CNR0042777,Successful,CUST48446,Auto,Hosur Road,Jakkur,7,7,No,,No,,No,,480.92,18.8,4.1,3.8
24-01-2026,08:45:00,CNR0042778,Successful,CUST20000,Prime Plus,Koramangala,Bagalur,10.8,5.2,No,,No,,No,,106.89,2.6,3.6,4.7
06-01-2026,09:14:00,CNR0042779,Incomplete,CUST33881,Prime Plus,Bannerghatta Road,Rachenahalli,,,No,,No,,Yes,Vehicle Breakdown,430.66,,,
13-01-2026,06:00:00,CNR0042780,Successful,CUST59257,Prime Sedan,Yeshwantpur,Mahadevapura,9.4,4.8,No,,No,,No,,235.66,9.3,4.5,3.7
30-01-2026,14:17:00,CNR0042781,Cancelled by Customer,CUST29712,Prime Sedan,Vijayanagar,HSR Layout,,,Yes,AC is not working,No,,No,,313.8,,,
13-01-2026,18:02:00,CNR0042782,Cancelled by Driver,CUST24014,Prime Plus,Whitefield,Koramangala,,,No,,Yes,Customer related issue,No,,242.46,,,
13-01-2026,00:34:00,CNR0042783,Incomplete,CUST77560,Bike,Hosur Road,Devanahalli,,,No,,No,,Yes,Vehicle Breakdown,476.99,,,
25-01-2026,09:42:00,CNR0042784,Successful,CUST48663,Prime SUV,Mahadevapura,JP Nagar,7.2,5,No,,No,,No,,948,6.8,3.7,5
20-01-2026,08:28:00,CNR0042785,Cancelled by Customer,CUST71366,Prime SUV,Hosur Road,Yelahanka,,,Yes,AC is not working,No,,No,,510.14,,,
11-01-2026,13:10:00,CNR0042786,Incomplete,CUST28184,Prime Plus,Kalyan Nagar,Malleshwaram,,,No,,No,,Yes,Other Issue,800.88,,,
22-01-2026,02:48:00,CNR0042787,Successful,CUST28041,Prime Sedan,Tumkur Road,Koramangala Extension,6,5.7,No,,No,,No,,758.84,25.5,3.7,3.5
07-01-2026,13:57:00,CNR0042788,Cancelled by Driver,CUST99966,Prime Sedan,Bagalur,Koramangala Extension,,,No,,Yes,The customer was coughing/sick,No,,863.84,,,
23-01-2026,05:36:00,CNR0042789,Successful,CUST27618,Bike,Kolar Road,Bellandur,6.6,7.5,No,,No,,No,,174.72,16.6,3.6,4.2
19-01-2026,10:16:00,CNR0042790,Successful,CUST87195,Prime Sedan,Cubbon Park,MG Road,8.5,5.3,No,,No,,No,,303.44,5.8,3.9,3.8
23-01-2026,03:48:00,CNR0042791,Successful,CUST49278,Auto,Rachenahalli,Electronic City,4.2,7.8,No,,No,,No,,401.68,5.3,4.6,3.9
26-01-2026,22:47:00,CNR0042792,Successful,CUST92990,Prime Plus,Varthur,Marathahalli,10.1,1.1,No,,No,,No,,243.98,24,4.4,4.8
18-01-2026,21:24:00,CNR0042793,Successful,CUST27540,Bike,Sarjapur,Basavanagudi,7.1,9.1,No,,No,,No,,384.8,11.1,3.9,4
05-01-2026,18:01:00,CNR0042794,Incomplete,CUST54609,Mini,Marathahalli,Chickpet,,,No,,No,,Yes,Vehicle Breakdown,409.39,,,
12-01-2026,08:40:00,CNR0042795,Successful,CUST60794,Mini,Indiranagar,Malleshwaram,6.3,5,No,,No,,No,,483.27,22.6,3.5,4.8
31-01-2026,23:31:00,CNR0042796,Cancelled by Driver,CUST83738,Mini,Basavanagudi,Rammurthy Nagar,,,No,,Yes,More than permitted people in there,No,,748.83,,,
30-01-2026,00:03:00,CNR0042797,Cancelled by Driver,CUST91561,Mini,Tumkur Road,Hosur Road,,,No,,Yes,The customer was coughing/sick,No,,1780.3,,,
09-01-2026,02:29:00,CNR0042798,Successful,CUST65599,Prime SUV,HSR Layout,Rachenahalli,7.7,5.6,No,,No,,No,,126.05,14.2,4.7,4
31-01-2026,21:46:00,CNR0042799,Successful,CUST20116,eBike,Chickpet,Shivajinagar,5.6,5.7,No,,No,,No,,276.86,3.1,4.3,3.5
04-01-2026,17:40:00,CNR0042800,Successful,CUST54710,Prime Sedan,Hebbal,Basavanagudi,3.6,5.3,No,,No,,No,,305.73,10,4,4.4
06-01-2026,01:03:00,CNR0042801,Successful,CUST77626,Bike,Kalyan Nagar,Connaught Place,8.1,3.4,No,,No,,No,,144.94,2.6,3.7,4.1
30-01-2026,11:26:00,CNR0042802,Successful,CUST56073,eBike,Shivajinagar,City Market,7.4,4.9,No,,No,,No,,244.16,15.4,4.4,4.1
14-01-2026,08:44:00,CNR0042803,Successful,CUST96524,Mini,Hosur Road,Koramangala Extension,5.8,7.5,No,,No,,No,,878.71,20.7,4.2,3.5
08-01-2026,19:43:00,CNR0042804,Cancelled by Driver,CUST35634,Auto,Koramangala,Hosur Road,,,No,,Yes,More than permitted people in there,No,,360.74,,,
24-01-2026,06:27:00,CNR0042805,Successful,CUST35528,Bike,Malleshwaram,Richmond Town,10.7,5.2,No,,No,,No,,456.74,15.5,3.9,4.1
21-01-2026,17:31:00,CNR0042806,Successful,CUST39402,Prime Plus,HSR Layout,Vidyaranyapura,3.4,8.2,No,,No,,No,,833.37,5.7,3.8,3.8
01-01-2026,12:50:00,CNR0042807,Successful,CUST25592,Prime SUV,Hosur Road,Richmond Town,7.3,4.2,No,,No,,No,,355.46,4.8,3.6,3.9
05-01-2026,04:36:00,CNR0042808,Incomplete,CUST84590,Auto,Yelahanka,Electronic City,,,No,,No,,Yes,Other Issue,216.29,,,
31-01-2026,00:45:00,CNR0042809,Successful,CUST62924,eBike,Kamakhya,Vidyaranyapura,8.7,4.5,No,,No,,No,,881.06,19.7,5,3.6
19-01-2026,00:12:00,CNR0042810,Successful,CUST19149,Mini,City Market,Whitefield Phase,7.3,7.5,No,,No,,No,,503.58,15.9,4.8,5
23-01-2026,21:07:00,CNR0042811,Successful,CUST28482,Bike,Rammurthy Nagar,MG Road,9.2,7.1,No,,No,,No,,353.17,12.2,3.5,4.5
24-01-2026,14:20:00,CNR0042812,Successful,CUST52612,Bike,Electronic City,Hebbal,10.3,4.1,No,,No,,No,,497.62,12.2,4.5,4
31-01-2026,15:09:00,CNR0042813,Cancelled by Driver,CUST63793,Prime Sedan,Hebbal,Kengeri,,,No,,Yes,More than permitted people in there,No,,977.17,,,
25-01-2026,14:16:00,CNR0042814,Successful,CUST81627,eBike,MG Road,Basavanagudi,6.5,6.6,No,,No,,No,,350.05,20.8,3.7,4.6
19-01-2026,23:59:00,CNR0042815,Successful,CUST55388,Bike,Rajajinagar,Rammurthy Nagar,8.3,6.2,No,,No,,No,,313.42,14.8,3.6,4.6
13-01-2026,10:11:00,CNR0042816,Successful,CUST76386,Prime Plus,Richmond Town,Ulsoor,4.5,6.7,No,,No,,No,,164.16,6.2,3.8,4.9
22-01-2026,17:28:00,CNR0042817,Cancelled by Driver,CUST81119,Mini,Yelahanka,Sarjapur,,,No,,Yes,The customer was coughing/sick,No,,398.46,,,
01-01-2026,09:09:00,CNR0042818,Successful,CUST56046,eBike,Bannerghatta Road,Yeshwantpur,8.7,5.5,No,,No,,No,,929.36,17.2,3.8,4.6
08-01-2026,09:39:00,CNR0042819,Successful,CUST91989,Prime Plus,Bagalur,Kengeri,9.9,5.5,No,,No,,No,,357.09,5.2,3.7,3.7
10-01-2026,03:10:00,CNR0042820,Successful,CUST16865,Mini,Devanahalli,Bagalur,10.7,6.6,No,,No,,No,,453.31,5.5,4.6,4.9
14-01-2026,18:26:00,CNR0042821,Successful,CUST88619,Prime Plus,Indiranagar,Electronic City,8.3,6.5,No,,No,,No,,511.59,4,3.8,3.9
12-01-2026,12:55:00,CNR0042822,Cancelled by Driver,CUST10733,Prime Sedan,Shivajinagar,Jakkur,,,No,,Yes,Customer related issue,No,,807.9,,,
17-01-2026,00:36:00,CNR0042823,Cancelled by Customer,CUST72058,Bike,City Market,Peenya,,,Yes,Driver asked to cancel,No,,No,,365.4,,,
31-01-2026,00:52:00,CNR0042824,Incomplete,CUST32812,Prime SUV,Bannerghatta Road,Chickpet,,,No,,No,,Yes,Customer Demand,806.73,,,
14-01-2026,02:27:00,CNR0042825,Cancelled by Customer,CUST82880,Auto,Bagalur,Chamrajpet,,,Yes,Driver is not moving towards pickup location,No,,No,,103.68,,,
15-01-2026,02:21:00,CNR0042826,Successful,CUST39457,Prime Plus,Koramangala Extension,Hebbal,5.6,7.6,No,,No,,No,,231.15,5.1,3.6,3.9
05-01-2026,20:49:00,CNR0042827,Incomplete,CUST61538,Prime Plus,Jayanagar,Jakkur,,,No,,No,,Yes,Other Issue,425.76,,,
22-01-2026,17:17:00,CNR0042828,Successful,CUST50103,Bike,OMR Road,Rachenahalli,8.6,6.3,No,,No,,No,,535.62,16.8,3.5,4.7
18-01-2026,05:15:00,CNR0042829,Cancelled by Driver,CUST15205,Prime SUV,Gavipuram,Devanahalli,,,No,,Yes,Customer related issue,No,,217.77,,,
15-01-2026,09:34:00,CNR0042830,Incomplete,CUST21131,Prime SUV,Tumkur Road,Malleshwaram,,,No,,No,,Yes,Other Issue,984.55,,,
05-01-2026,18:55:00,CNR0042831,Successful,CUST70502,Prime Sedan,Peenya,Hosur Road,10.3,5.9,No,,No,,No,,619.69,17.5,5,3.9
21-01-2026,00:29:00,CNR0042832,Successful,CUST32032,eBike,Ulsoor,Jayanagar,5.7,6.4,No,,No,,No,,472.94,29.6,4.9,4.7
25-01-2026,23:13:00,CNR0042833,Cancelled by Customer,CUST74643,Auto,Ulsoor,Rajajinagar,,,Yes,Driver asked to cancel,No,,No,,560.67,,,
16-01-2026,13:10:00,CNR0042834,Successful,CUST32614,Prime Plus,Bannerghatta Road,Chickpet,9.1,5.4,No,,No,,No,,241.96,28.8,3.7,4.6
17-01-2026,14:47:00,CNR0042835,Successful,CUST67900,Mini,Brookefield,Yeshwantpur,9.9,4.6,No,,No,,No,,374.08,4.3,3.5,4.9
15-01-2026,02:01:00,CNR0042836,Successful,CUST29650,Prime Plus,Jakkur,Kamakhya,7.8,8.6,No,,No,,No,,361.22,5.3,3.9,4.6
18-01-2026,21:47:00,CNR0042837,Cancelled by Customer,CUST87502,Mini,Connaught Place,Basavanagudi,,,Yes,AC is not working,No,,No,,409.68,,,
08-01-2026,19:24:00,CNR0042838,Successful,CUST55471,Mini,Shivajinagar,Devanahalli,8.6,7,No,,No,,No,,305.87,6.7,4.8,3.6
21-01-2026,13:03:00,CNR0042839,Incomplete,CUST85290,Auto,Brookefield,Bannerghatta Road,,,No,,No,,Yes,Vehicle Breakdown,301.24,,,
07-01-2026,23:40:00,CNR0042840,Cancelled by Driver,CUST62329,eBike,Mahadevapura,Jakkur,,,No,,Yes,Personal & Car related issues,No,,733.01,,,
10-01-2026,00:59:00,CNR0042841,Cancelled by Customer,CUST41394,Prime Sedan,Hosur Road,Devanahalli,,,Yes,Driver is not moving towards pickup location,No,,No,,662.35,,,
01-01-2026,05:08:00,CNR0042842,Successful,CUST93522,eBike,Banaswadi,Rajajinagar,4,6.6,No,,No,,No,,378.29,21.9,3.8,4.9
11-01-2026,04:18:00,CNR0042843,Cancelled by Driver,CUST83563,Prime Plus,Cubbon Park,Yeshwantpur,,,No,,Yes,The customer was coughing/sick,No,,349.78,,,
17-01-2026,04:12:00,CNR0042844,Successful,CUST24362,Mini,Electronic City,Bagalur,5.7,6.7,No,,No,,No,,409.27,8.8,4.7,4.6
15-01-2026,08:36:00,CNR0042845,Successful,CUST54307,Mini,Connaught Place,Electronic City,10,7.8,No,,No,,No,,479.53,10.7,4.5,4.7
30-01-2026,02:13:00,CNR0042846,Incomplete,CUST88872,eBike,Indiranagar,Jayanagar,,,No,,No,,Yes,Customer Demand,125.71,,,
25-01-2026,08:10:00,CNR0042847,Cancelled by Driver,CUST74327,Prime Plus,Bellandur,HSR Layout,,,No,,Yes,Customer related issue,No,,490.31,,,
02-01-2026,21:29:00,CNR0042848,Cancelled by Driver,CUST69281,Mini,Brookefield,Malleshwaram,,,No,,Yes,Personal & Car related issues,No,,145.52,,,
02-01-2026,07:35:00,CNR0042849,Successful,CUST32951,Mini,Koramangala,Connaught Place,2.7,3.4,No,,No,,No,,650.03,5.5,3.6,4
13-01-2026,05:12:00,CNR0042850,Successful,CUST31569,eBike,Koramangala,JP Nagar,5.2,7.1,No,,No,,No,,286.76,14.9,4.5,5
22-01-2026,17:05:00,CNR0042851,Cancelled by Driver,CUST86182,Bike,Basavanagudi,MG Road,,,No,,Yes,Personal & Car related issues,No,,691.5,,,
29-01-2026,13:53:00,CNR0042852,Successful,CUST71376,Prime Plus,Vidyaranyapura,HSR Layout,8.4,5,No,,No,,No,,429.17,25.5,4.1,3.7
11-01-2026,19:23:00,CNR0042853,Cancelled by Driver,CUST38807,Prime SUV,Kolar Road,Koramangala,,,No,,Yes,Personal & Car related issues,No,,790.04,,,
19-01-2026,04:15:00,CNR0042854,Successful,CUST20543,Prime Plus,Shivajinagar,Yelahanka,11.9,8.1,No,,No,,No,,325.06,20.9,4.5,4
13-01-2026,06:52:00,CNR0042855,Successful,CUST95190,Prime Plus,Rajajinagar,Richmond Town,8.3,6.2,No,,No,,No,,255.46,17.3,4,4
19-01-2026,04:48:00,CNR0042856,Successful,CUST11695,Auto,Jakkur,Ulsoor,9,5.3,No,,No,,No,,105.34,8.2,4.4,4.8
19-01-2026,03:25:00,CNR0042857,Cancelled by Driver,CUST39237,Prime Sedan,Kolar Road,HSR Layout,,,No,,Yes,Customer related issue,No,,106.44,,,
09-01-2026,14:34:00,CNR0042858,Successful,CUST77553,Prime Plus,Frazer Town,Tumkur Road,7.5,7.6,No,,No,,No,,922.41,3.6,4,3.6
18-01-2026,17:14:00,CNR0042859,Successful,CUST72339,Prime Plus,Malleshwaram,Jayanagar,8.5,8,No,,No,,No,,729.27,10.9,3.8,4.7
29-01-2026,22:09:00,CNR0042860,Successful,CUST71875,Prime Plus,Cubbon Park,Whitefield,10,5.8,No,,No,,No,,216.26,7.7,4.5,3.8
